"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"277" 112 3 8 59 13 11 6 4 13 15 140 2 9 10 1 3 37 2 0 64 79 14 24 6 62 7 4 7 4 7 25 3 3 191 4 43 17 195 26 51 18 2 7 0 1 0 0 0 0 0 1 0 0 2 0 1 0 4 2 0 2 0 0 0 0 1 0 0 0 0 0 0 1 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"278" 149 4 26 117 30 22 5 1 16 13 280 19 13 30 0 13 114 11 0 128 88 37 124 19 127 35 4 2 14 6 29 1 8 355 3 140 49 424 20 159 59 2 8 1 2 3 5 1 0 4 0 0 2 2 2 2 0 6 1 0 7 2 2 0 0 0 0 0 2 0 1 2 0 5 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"281" 62 4 1 65 8 12 2 2 25 15 115 4 5 10 1 4 50 12 0 45 55 3 54 10 46 5 5 1 4 2 33 5 1 164 4 85 24 193 25 73 32 2 6 2 0 1 0 3 0 0 1 0 1 0 0 1 0 1 0 0 0 1 2 0 0 2 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"282" 120 7 14 141 22 35 3 2 67 23 254 18 12 28 2 10 106 3 0 120 88 45 31 22 102 12 2 2 11 5 77 3 4 337 5 208 48 300 49 174 72 3 14 4 0 0 1 1 0 0 4 0 0 2 0 3 0 3 0 0 2 0 1 1 0 2 2 0 0 1 2 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"283" 36 2 2 29 2 5 1 3 3 3 61 3 4 8 0 2 24 0 0 38 29 14 28 22 31 4 1 0 4 2 5 0 0 108 0 28 10 93 5 33 13 1 3 1 0 1 0 0 0 0 3 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"284" 171 1 4 203 29 39 7 11 44 30 318 21 19 31 2 9 131 12 0 120 152 31 16 6 186 10 4 8 13 13 29 4 4 438 9 151 27 379 43 152 69 1 14 0 3 4 0 1 0 0 0 0 1 7 1 13 0 11 0 0 5 4 3 1 0 1 0 0 3 3 0 0 2 6 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"287" 24 1 5 24 4 3 1 0 7 3 52 1 2 2 2 1 15 0 0 25 24 5 2 5 15 5 1 1 1 2 8 0 3 56 0 22 10 59 7 25 15 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 2 0 0 2 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"288" 95 0 2 86 13 16 5 3 19 9 103 5 5 3 0 14 31 8 0 41 64 26 21 11 45 1 0 7 3 2 7 0 3 137 4 70 17 198 20 63 15 1 11 2 0 0 0 0 0 0 0 0 0 1 1 2 0 0 0 0 5 0 0 1 0 0 1 0 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"289" 15 1 1 11 6 1 1 4 0 1 24 3 1 3 0 1 12 0 0 11 10 12 12 6 19 4 1 0 4 0 6 1 0 49 1 8 3 38 0 16 2 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"290" 37 0 2 19 0 5 4 0 4 1 48 4 3 10 0 4 22 8 0 25 17 2 14 6 25 9 2 1 2 3 11 0 2 75 0 15 12 47 3 26 13 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"291" 16 1 1 12 10 10 1 1 3 3 47 3 3 7 3 0 19 2 0 20 22 14 31 2 25 3 1 3 1 1 11 0 2 79 0 17 5 54 2 21 5 0 0 1 0 1 2 0 0 0 0 0 0 3 0 0 0 2 0 0 3 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"292" 23 2 2 26 4 3 0 0 6 7 47 2 0 4 0 2 13 4 0 21 27 2 29 5 29 10 2 2 1 3 10 0 1 90 1 24 12 73 6 21 16 0 4 1 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
"293" 68 3 6 44 5 9 3 3 11 6 107 4 7 8 1 4 39 1 0 41 71 3 11 2 63 8 0 2 3 2 10 2 0 161 3 72 13 145 19 55 20 2 4 0 1 1 5 1 0 3 0 0 1 1 0 0 0 0 0 0 3 0 1 0 0 0 3 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"294" 37 0 2 25 8 6 2 4 5 6 61 11 5 9 0 2 35 1 0 30 20 12 30 8 36 6 0 0 4 2 6 0 3 97 1 35 9 100 9 34 11 1 1 1 0 1 0 2 0 0 0 0 0 1 0 1 0 2 0 0 2 0 1 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"295" 32 2 2 43 9 12 3 2 3 3 78 3 2 5 0 1 28 1 0 37 19 26 20 5 47 15 1 0 1 1 20 0 1 113 1 36 13 108 2 40 7 0 6 0 0 1 0 0 0 0 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"296" 28 0 9 27 1 6 1 5 11 12 65 2 6 11 0 2 20 14 0 30 48 4 23 0 26 4 1 2 3 9 19 1 7 101 1 33 10 118 8 38 20 0 4 1 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 2 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"297" 55 1 1 29 4 6 4 1 8 11 57 1 4 4 0 0 21 1 0 26 25 10 7 4 32 4 2 3 1 1 5 0 1 64 2 31 9 89 15 24 11 1 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"298" 18 0 4 2 7 5 0 3 4 2 36 6 0 7 0 3 17 0 0 23 11 11 13 1 23 9 2 0 6 0 4 0 0 60 0 17 5 49 0 27 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 2 1 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"299" 28 0 2 27 1 5 0 1 7 3 55 0 7 4 0 3 22 1 0 19 26 14 34 10 21 10 3 0 2 0 10 0 1 86 0 34 10 86 6 34 11 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"300" 62 2 10 55 14 14 1 3 9 3 121 2 2 2 0 3 36 3 0 48 62 20 57 18 62 21 4 2 6 0 18 1 6 197 1 31 23 136 8 55 26 1 2 3 0 1 12 0 0 6 0 0 1 0 1 1 0 5 0 0 2 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"301" 49 2 6 35 8 8 3 0 7 11 98 5 8 7 0 0 34 1 0 40 55 7 8 1 34 12 0 7 4 5 10 0 5 126 0 32 10 95 19 29 22 3 7 0 0 1 4 3 0 1 0 0 0 2 1 1 0 2 0 0 3 2 0 0 0 0 0 1 0 1 0 0 2 1 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0
"302" 56 6 3 64 16 12 0 2 20 11 117 4 3 8 0 4 47 2 0 48 59 2 4 3 65 11 2 1 1 6 9 3 1 166 3 55 6 131 23 48 25 0 5 0 1 1 4 2 0 3 1 0 0 2 1 2 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"303" 22 0 2 4 8 3 1 2 0 4 29 1 0 1 0 1 11 0 0 9 12 11 13 3 19 6 1 1 1 0 7 2 1 49 1 17 3 47 1 16 1 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"304" 133 3 14 142 23 36 7 4 27 19 238 10 12 33 0 6 86 8 0 116 84 25 81 24 129 30 11 3 5 4 56 1 10 335 4 135 42 409 24 137 53 4 10 2 1 1 0 2 0 0 3 0 0 2 0 2 0 4 0 0 6 2 4 1 1 0 0 0 2 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"305" 22 5 4 40 7 5 0 2 11 5 54 4 1 6 0 3 20 2 0 32 14 5 19 11 34 16 0 0 0 1 13 0 3 96 2 29 2 93 4 25 20 0 4 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"306" 44 0 3 29 5 8 2 2 8 7 94 2 1 5 0 3 29 0 0 34 31 5 10 7 41 1 0 2 4 0 6 1 2 100 0 32 14 82 13 27 8 0 5 2 1 0 0 0 0 0 0 0 0 2 0 1 0 5 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"307" 22 0 0 16 4 7 0 1 10 6 60 2 3 11 1 3 21 0 0 37 26 2 11 7 24 2 3 0 1 2 17 2 3 73 0 36 5 60 6 38 19 0 3 0 0 0 1 0 0 1 1 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"308" 25 1 1 18 5 2 3 0 2 1 47 1 3 12 0 3 18 1 0 24 16 7 16 9 28 12 0 0 0 0 7 0 1 70 1 27 10 82 6 28 11 0 5 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"309" 29 1 5 18 10 5 0 2 7 5 42 2 2 7 0 1 16 0 0 23 16 13 35 11 13 10 1 0 0 4 14 2 1 78 1 23 15 80 10 31 12 1 2 2 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 3 0 0 0 0 0 0 0 1 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"310" 144 3 21 137 20 30 6 1 37 9 251 24 14 25 0 12 101 7 0 107 96 44 112 48 108 24 4 2 9 4 42 0 7 340 1 191 40 397 43 178 80 3 9 4 1 5 5 0 2 2 1 0 1 0 0 1 0 2 0 0 6 0 3 1 0 0 1 0 2 1 3 1 0 1 0 1 1 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0
"311" 30 1 2 21 4 4 1 3 5 3 33 3 2 4 0 2 15 3 0 18 14 2 12 6 20 4 4 0 1 2 14 0 4 59 1 32 6 72 1 28 13 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"312" 39 2 5 41 9 13 1 0 16 6 89 2 1 7 1 2 28 1 0 31 33 6 11 3 30 11 1 4 3 1 8 1 0 84 2 48 6 95 23 36 17 1 0 0 0 0 8 0 3 2 0 0 0 0 0 0 0 2 0 0 2 1 0 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"313" 29 2 2 18 5 3 1 1 5 3 33 2 0 4 0 4 12 0 0 30 5 13 19 12 29 3 1 0 2 0 6 1 4 63 1 17 11 66 1 26 8 3 0 0 0 0 1 0 0 0 0 0 2 0 0 3 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"314" 18 0 2 3 3 5 0 0 0 1 35 1 1 3 0 1 13 0 0 12 16 13 22 5 20 13 0 0 0 0 6 0 3 63 4 10 4 59 2 15 4 0 1 0 0 0 0 0 0 2 0 0 1 0 0 1 0 4 0 0 2 0 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"315" 61 0 2 56 5 14 4 3 8 12 103 4 3 9 0 6 38 2 0 42 51 12 17 1 55 5 6 5 3 3 13 0 6 158 2 48 6 141 19 40 20 2 4 0 0 2 3 2 0 3 1 0 0 0 0 4 0 1 3 0 3 1 4 0 0 0 2 0 0 0 0 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"316" 50 1 8 51 6 9 1 2 14 8 103 4 5 4 0 3 33 3 1 49 49 11 11 7 39 3 2 7 3 7 9 3 5 118 5 50 18 132 17 56 17 1 5 0 0 0 0 1 0 0 2 0 0 2 0 2 0 6 0 0 1 2 1 1 0 2 1 0 1 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"317" 21 3 2 18 4 3 0 2 2 2 38 3 3 4 0 0 16 2 0 19 13 11 27 6 27 5 1 1 0 2 9 0 3 67 1 20 7 48 1 25 9 0 2 1 0 1 0 0 0 0 0 0 0 0 0 1 0 3 0 0 2 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"318" 12 0 1 2 2 6 0 0 2 1 34 2 1 1 0 1 15 4 0 14 13 10 21 7 25 3 0 0 1 1 5 0 2 58 1 15 5 62 1 15 5 0 2 0 0 0 0 0 0 0 2 0 1 0 0 1 0 3 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
"319" 40 1 7 25 11 5 6 4 10 7 62 4 1 7 0 2 23 0 0 36 20 9 30 14 46 11 4 0 0 0 21 0 5 104 4 27 12 112 3 38 13 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"320" 25 0 4 9 8 3 1 3 2 0 38 4 0 1 4 0 15 3 0 12 17 19 22 16 19 6 0 1 0 1 6 0 2 62 0 18 4 51 2 18 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"321" 54 1 2 55 8 9 2 1 13 10 88 2 2 13 0 1 29 22 0 45 26 8 39 8 68 7 6 2 7 5 12 4 6 133 2 58 13 149 9 62 28 1 1 0 0 1 2 2 2 1 0 0 1 2 0 0 1 4 0 0 3 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"322" 83 3 4 74 13 10 2 6 18 7 128 8 4 19 0 8 51 4 0 73 60 13 28 25 59 19 4 5 9 3 36 0 14 223 1 53 15 202 9 60 58 0 1 1 0 0 3 2 0 0 0 0 0 0 0 0 0 1 0 0 1 1 3 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"323" 34 0 2 26 3 7 1 5 11 2 55 2 2 5 0 4 19 2 0 18 18 4 21 6 26 4 0 0 2 2 9 0 1 74 1 25 8 108 7 31 13 1 1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 2 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"324" 16 0 8 6 5 1 0 0 1 0 19 3 2 3 0 2 10 0 0 13 16 4 13 4 16 11 1 0 1 1 1 0 1 35 0 7 6 48 1 12 0 0 2 0 0 0 0 0 0 1 2 0 0 1 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"325" 41 0 4 32 5 10 1 0 20 6 56 5 3 2 0 1 17 0 0 18 32 16 16 6 38 7 1 2 2 7 16 3 2 95 2 68 6 114 13 54 17 0 6 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"326" 24 0 0 12 3 1 1 2 1 5 30 1 2 0 0 1 11 0 0 11 24 8 14 9 32 5 1 0 0 0 5 0 1 73 0 7 0 54 0 12 3 0 3 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 2 0 1 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"327" 32 0 1 8 9 5 0 1 1 3 50 3 0 2 0 6 16 0 0 27 13 20 41 10 41 11 1 0 2 0 10 0 2 117 4 25 8 91 1 30 2 0 1 2 0 1 0 0 0 0 0 0 0 0 0 2 0 5 3 0 3 0 0 0 0 0 0 0 0 0 2 0 0 5 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"328" 35 0 1 68 10 8 1 1 21 12 77 6 6 22 0 3 29 1 0 45 28 12 10 8 57 5 1 0 4 1 34 4 5 117 1 95 9 140 3 81 19 0 3 0 0 0 0 1 0 1 1 0 0 0 1 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"329" 34 3 3 23 3 7 2 2 3 3 51 5 5 8 0 1 26 4 0 17 21 22 24 4 41 15 0 0 4 0 6 0 3 82 0 26 10 88 5 31 3 1 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 4 0 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"330" 111 4 12 119 21 32 6 2 29 12 226 15 9 40 2 6 96 13 1 109 104 36 111 47 108 24 4 1 26 2 30 1 6 334 6 149 30 418 28 154 46 7 10 2 0 3 4 2 0 2 5 0 0 1 1 1 0 5 0 0 8 5 1 0 0 2 0 0 0 0 0 0 1 2 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"331" 42 0 1 28 9 12 2 1 4 5 66 2 1 10 0 4 34 5 0 31 22 8 20 17 29 5 4 0 2 1 19 0 0 98 2 15 14 92 4 27 17 1 2 0 0 0 1 1 0 0 1 0 0 0 0 1 0 2 0 0 2 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"332" 32 4 8 13 7 6 5 4 3 8 39 3 3 3 2 10 14 6 0 21 26 10 21 6 29 9 1 1 1 0 9 0 2 83 1 13 9 91 7 21 8 2 4 0 0 2 0 0 0 0 0 0 1 0 1 0 0 5 0 0 2 1 0 0 0 0 2 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"333" 34 0 1 25 2 6 0 1 6 3 44 2 6 5 0 3 18 1 0 21 20 8 25 8 26 5 0 0 1 1 10 0 1 71 2 35 8 102 6 30 17 0 2 1 0 2 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"334" 45 3 7 31 11 5 2 3 11 5 61 9 1 15 1 4 30 6 0 33 14 9 42 4 48 22 1 0 5 1 10 0 1 89 2 32 14 140 0 60 8 1 2 3 0 1 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 2 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"335" 58 2 1 59 6 14 3 2 22 7 101 2 5 4 0 2 34 1 0 33 35 33 17 3 40 6 0 0 2 1 12 0 1 131 0 81 19 113 15 68 21 2 4 1 0 4 1 0 1 0 1 0 1 1 0 2 0 1 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"336" 45 2 2 40 6 13 3 6 19 9 83 2 3 6 0 1 26 1 1 36 49 8 25 17 40 6 3 2 3 1 17 1 2 116 1 43 9 109 13 42 25 0 3 0 1 1 0 0 0 0 2 0 0 0 0 1 0 2 0 0 4 0 0 1 1 1 2 0 0 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"337" 87 2 3 42 6 11 4 3 17 6 134 9 3 9 0 1 52 1 0 57 39 18 20 2 41 6 3 1 6 3 9 1 1 161 2 66 15 104 19 64 35 3 5 1 0 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 1 1 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"338" 126 3 18 103 22 32 4 6 22 13 232 14 22 29 0 8 70 7 0 108 107 43 131 37 157 21 5 3 11 12 37 1 19 323 8 145 44 373 38 146 46 4 12 5 0 3 1 1 0 1 3 0 1 1 1 1 0 7 0 0 5 1 3 1 0 0 1 0 1 0 2 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"339" 41 2 4 23 12 14 2 1 6 7 65 4 7 7 6 2 33 4 0 34 42 13 44 20 47 14 0 0 2 1 9 0 2 133 5 44 9 106 4 38 17 0 2 1 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"340" 29 0 2 7 7 4 1 2 0 4 52 2 1 1 0 3 20 0 0 21 22 26 38 10 43 22 0 0 4 1 11 0 2 140 3 17 7 92 2 22 5 1 4 2 0 1 1 0 0 0 1 0 1 0 0 1 0 3 0 0 3 0 0 0 0 1 1 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"341" 23 0 3 14 5 2 1 4 3 3 42 1 0 2 1 3 16 0 0 17 9 7 11 4 29 5 1 1 1 0 6 0 3 63 0 14 6 40 1 15 3 1 2 1 0 0 0 1 0 0 1 0 0 1 0 1 0 4 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"344" 124 2 13 102 16 24 5 1 15 26 195 9 13 14 0 11 62 10 0 80 107 22 78 19 107 18 3 9 23 9 32 3 9 295 8 85 24 265 40 101 33 1 4 0 3 5 21 2 14 3 0 0 0 4 1 2 0 4 1 0 16 1 2 1 1 2 0 1 0 1 0 1 0 1 0 1 1 1 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0
"345" 25 1 3 13 6 7 0 3 3 10 65 3 4 5 0 1 13 3 0 28 35 31 32 10 36 13 3 0 1 4 11 0 0 114 4 24 11 91 3 35 14 0 2 1 1 0 0 0 0 0 1 0 0 0 0 2 0 3 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"346" 22 3 1 7 4 2 0 2 3 1 46 1 0 4 0 0 12 0 0 24 22 10 34 23 42 8 0 2 3 2 8 2 0 98 1 8 6 58 3 14 15 0 5 0 0 0 3 0 0 1 0 0 4 1 0 1 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"347" 15 1 1 7 0 1 0 2 1 1 37 2 1 4 0 0 16 0 0 5 14 2 7 5 27 1 0 0 0 1 6 0 0 51 1 10 3 28 2 9 5 0 4 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"348" 23 1 1 3 1 5 3 3 2 1 20 4 0 5 0 2 12 1 0 7 14 9 8 1 20 1 0 0 0 0 6 0 0 50 0 9 4 33 2 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"349" 136 1 8 216 14 41 12 5 56 15 271 17 4 27 3 3 133 10 0 107 84 23 4 2 110 2 1 2 7 3 19 1 3 320 9 225 50 372 29 202 112 3 12 0 1 2 3 0 2 0 1 0 2 0 2 2 0 0 0 0 3 4 10 3 0 1 1 0 3 5 0 0 2 0 0 3 0 0 3 1 0 1 0 1 0 0 0 0 0 0 0 0 0
"350" 61 1 8 61 2 19 1 0 20 4 121 8 3 17 0 4 33 1 0 69 42 18 54 13 81 15 1 2 6 3 38 1 2 192 1 99 20 200 13 106 31 1 6 0 0 2 4 0 1 0 0 0 0 0 0 0 0 2 0 0 7 0 2 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"351" 24 1 1 12 5 8 0 1 3 5 28 4 2 6 0 1 15 2 0 12 21 18 19 13 32 9 1 1 1 0 5 0 1 57 3 19 7 92 0 22 3 1 3 0 0 0 0 0 0 0 0 0 0 1 0 1 0 3 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
