"Adj??" "AdjMS" "Adj?P" "Adv" "AdvGP" "CCoord" "CCoordAdj" "CCoordPrepDe" "CSub" "Det" "Det??" "DetFS" "DetMP" "DetMS" "Elim" "Nom??" "NomFS" "NomInc" "NomM?" "NomMS" "Nom?P" "NomPr" "NomPrXXInc" "NomPrXXPrenom" "Nom?S" "NomXXDate" "Ppa??" "PpaFP" "PpaFS" "PpaMP" "PpaMS" "PpaMSp" "Ppr" "Prep" "PrepDet" "Pro" "ProRel" "Typo" "VCONJP" "VCONJS" "VINF" "AdjFS" "CCoordNom" "CCoordNomPr" "CCoordVCONJP" "CCoordVCONJS" "DetNum" "NomMP" "NomXXMes" "NomXXMon" "TypoCoordNom" "TypoCoordPpa" "TypoCoordPrepDe" "VCONJPp" "CCoordAdv" "CCoordPrep" "CCoordVCONJSp" "NomXXNum" "TypoCoordPrep" "TypoCoordVCONJSp" "VCONJSp" "AdjFP" "AdjM?" "CCoordCSub" "CCoordNomXXDate" "VINFp" "AdjMP" "CCoordDet" "CCoordProRel" "CCoordVINF" "TypoCoordNomPr" "TypoCoordVCONJS" "NomFP" "Adj?S" "CCoordNomXXNum" "TypoCoordAdj" "CCoordPpa" "TypoCoordVINF" "CCoordPrepDet" "TypoCoordPrepDet" "Pprp" "TypoCoordAdv" "NomXXAdr" "TypoCoordVCONJP" "CCoordVCONJPp" "TypoCoordProRel" "TypoCoordNomXXDate" "CCoordPpr" "NomXXHeure" "NomXXUrl" "CCoordVINFp" "TypoCoordNomXXNum" "NomXXMail"
"206" 54 1 6 64 15 14 2 2 27 6 86 4 0 12 0 1 28 2 0 39 26 17 36 7 55 8 1 0 2 3 17 0 3 120 5 61 11 130 6 63 27 2 3 1 0 1 0 0 0 0 0 0 1 1 0 2 0 8 0 0 3 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"207" 36 2 2 21 5 4 2 6 7 3 73 3 5 3 0 3 22 0 0 35 34 6 30 15 50 11 0 0 3 1 17 0 0 128 3 23 5 94 4 23 8 1 6 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"208" 35 1 4 41 7 6 1 1 7 3 57 2 5 14 0 4 14 0 0 34 24 13 17 12 36 7 1 2 4 3 21 0 0 97 1 40 7 101 7 41 21 0 0 1 1 1 1 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"209" 14 0 1 4 3 3 1 2 3 0 35 3 0 1 3 1 19 1 0 10 7 9 13 7 24 5 2 0 2 0 11 0 1 56 0 18 2 65 0 17 5 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"210" 30 2 3 33 4 8 1 3 5 2 61 6 3 8 0 2 25 2 0 28 25 3 29 8 30 15 0 3 3 2 18 1 2 91 0 37 10 115 10 28 14 0 4 2 0 0 0 1 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"211" 34 3 1 29 7 3 0 1 4 1 63 5 2 6 0 4 29 0 0 24 22 4 41 2 40 15 3 0 3 0 5 0 2 103 1 30 13 110 7 37 17 1 4 0 0 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 0 1 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"212" 40 3 6 31 4 8 0 2 4 1 90 2 5 8 0 4 23 3 0 40 36 11 32 15 38 13 0 0 4 2 14 0 6 119 0 39 9 114 7 38 14 0 3 1 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"213" 75 0 3 28 4 8 1 2 8 7 107 8 4 9 0 1 41 1 0 51 41 18 32 18 37 5 4 2 3 1 17 0 8 157 2 39 11 104 5 38 37 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"214" 49 2 7 37 10 12 1 1 10 2 60 5 3 6 0 6 27 5 0 19 23 24 25 9 34 7 0 2 3 0 26 1 2 117 3 30 11 92 7 32 8 0 1 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 2 0 0 2 0 0 1 0 0 0 1 0 0 0 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0
"215" 114 3 10 88 21 18 4 4 14 12 169 8 17 16 1 5 52 9 0 76 77 28 58 14 84 22 3 3 5 4 37 0 9 234 1 109 26 312 18 93 43 2 10 0 1 3 6 1 1 4 4 0 0 1 0 1 0 4 0 0 3 1 2 0 0 0 0 1 1 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"216" 107 0 9 154 16 52 3 4 47 20 158 6 11 19 0 2 54 5 0 82 68 20 22 6 69 17 11 2 8 6 73 2 5 232 2 212 45 301 39 151 71 0 3 0 0 2 10 4 6 0 0 0 0 1 0 2 0 3 0 0 9 0 1 0 1 1 1 0 2 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"217" 31 0 4 15 4 8 1 4 2 3 56 5 2 1 0 1 18 2 0 19 23 27 18 8 56 8 0 1 3 0 9 0 0 138 1 24 9 71 1 24 14 1 1 0 0 0 1 1 0 1 0 0 3 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"220" 19 0 3 30 6 2 0 0 8 3 29 5 4 3 0 1 11 0 0 9 19 1 10 4 14 3 2 0 0 1 8 0 1 43 0 33 11 55 11 25 8 0 2 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"221" 34 2 6 21 7 7 4 0 6 5 58 2 3 2 0 5 17 1 0 23 31 14 17 6 30 9 0 1 4 1 14 0 0 93 0 31 6 103 1 29 12 0 3 1 0 0 0 1 0 0 0 0 0 0 0 1 0 2 0 0 6 0 0 0 0 2 0 0 0 1 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"222" 22 1 1 6 4 1 1 1 1 3 39 5 1 5 0 4 17 0 0 14 9 9 7 2 25 8 0 0 1 0 4 0 1 61 0 10 3 40 2 18 3 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"223" 30 0 3 11 8 0 0 4 3 0 40 2 2 1 0 0 17 4 0 7 33 4 15 1 22 6 1 0 1 2 16 2 2 73 1 14 0 59 1 12 3 0 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"224" 14 0 1 13 6 3 0 0 6 2 26 3 3 4 0 3 10 0 0 16 10 4 8 3 12 3 0 0 0 1 6 0 2 38 0 23 4 33 1 23 6 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"225" 71 5 5 94 14 30 5 1 19 7 115 4 6 14 0 6 35 12 1 58 72 26 50 9 88 12 3 3 5 5 23 0 5 190 4 83 18 292 17 74 39 1 5 0 0 1 2 0 0 0 2 0 1 0 0 4 0 8 0 0 4 1 2 0 0 0 1 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"226" 18 1 1 13 3 3 1 2 2 3 26 3 3 5 0 0 9 2 0 10 12 7 13 4 17 3 0 0 1 2 9 0 2 58 0 21 4 35 4 16 6 1 1 0 0 1 0 0 0 0 0 0 1 0 0 2 0 2 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"227" 31 0 2 29 3 9 0 1 7 2 54 2 5 8 0 5 27 5 0 18 15 4 10 7 31 3 0 0 4 2 14 0 1 63 2 27 3 105 2 28 12 2 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"228" 149 2 9 122 23 43 4 2 31 10 203 12 10 14 3 17 68 9 0 93 79 38 87 22 97 15 5 3 10 8 59 1 8 284 1 109 47 428 22 131 48 0 11 0 0 4 9 1 3 0 3 1 0 1 1 1 0 2 0 0 3 1 4 0 0 1 0 1 2 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"229" 17 0 0 12 2 2 0 1 3 1 25 1 0 2 0 1 10 2 0 16 12 0 8 2 18 2 0 0 0 2 5 0 2 38 2 7 1 42 3 7 1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"230" 18 0 0 15 8 5 1 2 4 3 32 4 3 3 0 1 11 2 0 13 16 10 24 12 23 2 2 2 3 0 13 1 0 57 1 19 8 75 1 21 10 3 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 3 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"231" 21 0 2 18 3 4 0 1 2 2 37 2 1 1 0 3 13 1 0 12 20 4 13 8 13 3 0 0 1 3 10 0 2 52 2 23 6 69 0 21 5 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"232" 69 4 4 92 16 13 2 2 28 6 136 4 5 10 3 3 42 2 0 56 49 20 43 31 59 20 0 0 6 5 42 5 1 177 2 113 21 188 22 105 28 3 1 2 0 1 3 1 0 2 0 0 0 2 0 1 0 1 0 0 8 3 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"233" 36 1 7 20 13 4 2 1 1 1 50 5 4 7 0 1 17 11 0 36 31 7 32 3 25 11 0 0 3 2 31 2 0 93 1 16 5 63 6 27 2 0 4 0 0 0 4 1 0 0 0 0 0 0 0 1 0 3 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"234" 40 1 2 41 15 10 0 1 14 4 62 5 3 16 0 4 23 4 0 46 22 7 22 7 35 6 5 2 2 0 27 0 10 102 3 42 8 125 2 42 13 2 3 0 0 0 3 0 3 0 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"235" 12 0 1 8 1 3 0 0 0 3 31 0 2 5 0 3 10 1 0 12 14 8 10 3 18 6 0 0 1 0 8 0 2 46 3 18 3 53 2 14 3 0 2 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"236" 52 4 1 25 15 12 6 9 7 6 83 13 5 6 0 3 39 0 0 33 36 6 33 16 62 17 2 1 3 0 4 0 1 142 2 34 12 137 6 39 29 4 4 1 0 1 1 2 0 0 0 0 1 0 0 1 0 4 0 0 2 0 1 0 0 0 0 0 0 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"237" 47 1 3 55 8 14 1 1 15 5 115 6 3 15 6 2 46 3 0 44 42 6 9 1 44 6 6 2 0 2 22 0 1 140 2 79 17 164 22 64 45 1 4 0 0 0 0 0 0 0 0 0 0 2 1 0 0 5 0 0 0 1 2 0 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"238" 22 0 0 11 0 2 2 0 0 1 30 0 0 2 0 1 9 0 0 8 7 5 8 2 20 6 1 0 0 2 2 0 1 42 1 8 3 27 0 12 1 1 2 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"239" 26 0 7 14 3 6 0 1 7 8 34 5 0 4 0 1 16 0 0 14 14 6 18 11 24 8 2 0 2 0 22 0 1 58 0 39 6 64 7 32 14 0 1 0 0 2 4 0 3 0 1 0 2 0 0 0 0 0 0 0 2 0 2 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"240" 87 0 3 82 10 17 0 3 16 10 165 4 2 11 0 5 59 3 0 62 54 25 43 16 72 13 2 2 8 2 30 0 17 219 1 54 17 155 11 65 53 2 3 2 0 1 1 0 0 0 0 0 1 0 0 2 0 0 1 0 2 2 2 0 0 0 0 0 1 0 0 1 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"241" 53 1 2 56 7 16 2 0 14 4 85 1 3 4 0 6 25 1 0 42 21 19 38 21 30 6 1 0 1 1 22 1 3 112 1 74 12 137 8 70 12 0 1 1 0 0 1 2 0 0 0 0 0 1 0 2 0 1 0 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"242" 12 1 1 7 5 2 0 1 2 1 31 1 1 1 0 1 11 0 0 8 10 9 22 12 22 8 1 0 2 1 10 1 0 53 1 4 5 37 2 11 4 1 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 1 0 0 2 0 0 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"243" 111 7 10 82 16 16 4 3 14 11 177 3 11 19 2 17 68 6 0 94 66 31 48 25 69 17 5 2 9 7 38 1 6 251 4 85 19 232 17 101 25 0 9 0 0 3 5 1 3 0 1 0 1 0 0 1 0 0 1 0 5 0 3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"244" 12 0 1 3 4 1 0 1 1 0 21 2 4 3 0 1 10 0 0 9 12 18 2 3 11 4 1 2 2 1 3 0 1 39 1 3 3 28 1 11 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 3 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"245" 91 3 8 63 15 17 4 3 20 9 138 7 6 6 0 11 37 5 0 50 63 16 25 7 67 8 5 0 4 3 10 0 6 191 3 82 17 207 21 75 38 0 11 1 0 1 8 1 5 0 2 0 2 0 0 1 0 3 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"246" 42 0 3 25 5 2 1 1 4 5 45 6 2 7 0 4 26 1 0 25 22 8 18 13 29 10 2 1 1 0 17 2 0 89 0 35 5 93 5 27 18 2 5 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 1 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"247" 30 7 6 30 2 8 0 0 8 2 63 3 5 10 0 4 21 2 0 38 31 4 24 2 30 7 2 2 0 1 17 1 3 95 0 49 6 119 8 43 18 0 2 0 0 2 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 2 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"248" 46 0 7 28 8 9 3 0 15 4 72 8 6 5 0 2 32 0 0 37 36 3 3 2 32 7 1 0 3 2 10 1 0 81 3 42 9 106 15 48 15 2 2 1 0 0 2 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"249" 30 2 2 20 4 7 0 2 3 3 55 4 4 3 0 5 20 5 0 18 26 6 31 13 28 4 0 0 2 5 8 0 2 76 1 22 6 76 7 28 6 0 3 2 0 1 1 1 0 1 0 0 0 1 0 0 0 2 0 0 1 0 1 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"250" 80 2 10 73 8 24 1 3 19 9 106 10 6 10 1 7 35 1 0 52 52 15 36 24 71 17 4 4 6 3 32 0 3 166 1 78 17 257 7 65 31 2 4 0 0 0 5 1 3 1 0 0 0 1 0 0 0 3 0 0 3 0 2 1 0 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"251" 44 2 5 21 7 5 1 1 11 5 58 3 2 9 0 2 19 3 0 45 16 7 20 12 22 1 0 1 2 1 8 0 0 76 2 37 10 146 9 43 23 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"252" 33 0 1 27 2 7 1 2 13 5 46 1 1 3 0 2 15 7 0 25 15 5 11 4 19 3 0 2 0 3 9 1 0 68 0 48 6 78 9 38 24 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"253" 21 0 1 14 8 0 1 0 2 2 31 4 1 7 0 1 15 2 0 21 9 10 11 5 24 1 0 0 2 0 7 0 1 58 4 11 6 53 0 17 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"254" 31 0 2 28 1 8 2 3 6 7 52 1 5 6 0 1 25 1 0 20 20 7 0 0 31 1 0 1 0 4 8 0 1 85 2 50 14 66 14 30 25 5 2 0 0 0 0 0 0 0 0 0 0 2 0 3 0 0 0 0 0 0 2 0 0 1 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"255" 50 3 2 61 1 12 3 1 20 5 71 4 3 5 0 4 29 2 0 40 15 11 4 8 28 3 1 0 3 0 10 2 3 86 1 51 14 95 7 54 25 1 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4 0 0 3 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"256" 39 2 2 33 15 10 2 2 6 2 47 1 4 6 0 3 14 1 0 29 15 7 18 9 30 4 1 0 2 4 10 0 6 77 1 30 9 81 3 31 13 0 2 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"257" 18 0 2 6 2 1 2 1 0 1 22 1 2 8 0 3 8 1 0 15 7 3 12 3 18 8 1 0 0 1 8 0 0 45 1 4 2 39 4 9 2 0 2 0 0 1 0 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"258" 86 3 4 59 15 15 8 7 12 7 142 21 5 34 0 5 66 4 0 75 42 14 33 6 99 16 4 0 9 6 31 1 3 227 0 82 19 233 11 93 19 5 7 1 0 6 0 1 0 0 2 0 0 2 1 5 0 8 1 0 4 0 1 0 0 1 1 0 0 1 0 1 3 1 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"259" 21 2 3 15 6 9 1 4 1 1 60 5 5 6 0 2 25 0 0 17 24 16 21 8 46 7 0 0 1 1 8 2 4 101 4 33 8 83 7 27 9 0 4 0 0 1 0 0 0 0 0 0 0 0 0 3 0 7 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"260" 35 1 0 44 4 4 3 1 12 4 66 2 3 4 0 3 25 3 0 25 25 5 12 11 32 7 3 5 2 0 16 2 2 86 0 30 10 95 8 40 16 1 3 0 0 1 0 0 0 0 0 0 0 1 0 2 0 1 0 0 0 0 1 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"261" 37 0 6 36 6 7 0 1 10 5 77 0 7 4 0 8 22 6 0 28 42 5 27 13 39 12 4 2 3 5 16 0 2 114 4 44 18 122 16 34 12 1 5 1 0 0 0 0 0 0 0 0 0 1 0 0 0 4 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"262" 69 14 4 51 19 18 4 3 20 7 123 4 4 16 1 7 46 2 0 66 47 36 38 38 77 31 4 1 6 1 24 0 6 241 9 69 12 219 5 79 36 2 6 1 0 3 0 1 0 0 2 0 0 0 0 2 0 7 0 0 5 3 1 0 0 0 0 1 1 0 1 1 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"263" 43 4 3 35 15 10 2 4 13 2 93 4 2 9 0 5 42 2 0 34 24 41 37 5 57 12 2 0 4 1 12 1 6 148 4 14 10 122 4 33 19 1 6 0 0 1 0 0 0 0 2 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"264" 38 4 4 32 9 5 0 1 6 1 59 3 0 7 0 4 19 0 0 31 19 10 7 5 21 9 5 2 2 1 13 1 1 85 1 33 14 87 3 46 16 0 1 0 0 0 5 0 0 2 0 0 0 1 0 0 0 1 0 0 1 1 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"265" 79 1 6 101 16 35 1 1 32 4 138 7 6 25 0 11 58 12 0 65 46 19 30 12 71 12 4 2 6 2 46 2 5 210 5 129 34 258 14 114 57 2 4 0 0 0 0 0 0 0 1 0 0 1 0 1 0 2 0 0 1 2 4 0 0 0 0 0 1 2 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"266" 82 0 8 72 12 25 0 3 13 12 154 10 10 16 0 4 56 2 0 71 75 30 28 12 59 16 4 3 7 5 24 1 3 202 2 68 25 196 30 79 25 2 5 1 0 0 21 1 6 11 0 0 0 4 0 2 0 1 1 0 2 3 1 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"267" 56 1 2 48 9 14 6 0 10 9 71 5 1 6 1 7 27 1 0 23 33 17 6 2 36 2 1 4 4 5 12 2 1 101 4 50 11 107 23 39 24 0 5 0 0 1 0 2 0 0 0 0 0 2 0 3 0 3 0 0 2 0 2 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"268" 39 0 5 11 6 4 0 1 5 2 61 2 2 4 0 5 15 0 0 26 23 18 33 9 40 13 3 1 0 2 7 1 0 119 0 29 15 81 0 38 18 0 2 0 0 1 1 0 0 0 0 0 0 0 0 3 0 1 6 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"269" 96 0 20 104 17 19 7 2 34 15 145 11 10 22 0 11 66 12 0 71 64 18 55 16 80 18 9 3 5 4 49 2 4 238 5 147 28 311 26 119 39 3 5 1 0 0 2 0 1 0 0 0 0 0 1 2 0 1 0 0 1 0 4 3 0 2 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"270" 25 0 4 14 7 4 1 4 0 2 47 1 3 5 0 2 24 0 0 14 20 6 9 5 30 3 2 2 3 2 8 1 1 75 0 14 4 46 8 11 3 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"271" 43 0 1 38 5 4 0 2 16 7 83 1 4 5 0 3 30 0 0 19 32 6 6 1 43 15 0 2 7 0 5 0 2 101 3 39 7 76 12 36 23 0 3 1 0 1 2 1 1 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"272" 42 1 11 46 9 11 0 2 8 4 82 3 3 12 1 4 31 6 0 28 47 20 23 12 59 10 3 2 3 8 14 0 8 133 0 52 14 147 10 53 14 0 6 1 0 1 9 0 3 4 0 0 0 1 0 0 0 4 0 0 2 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"273" 53 2 3 21 9 7 3 2 9 2 61 2 1 5 0 2 17 3 0 36 24 12 18 11 38 8 2 2 1 3 11 0 3 105 2 29 8 85 3 28 13 0 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"274" 37 0 10 42 13 9 2 0 11 4 69 3 3 9 0 1 26 0 0 32 35 11 40 3 55 4 2 1 4 2 18 1 1 111 3 44 20 123 7 52 17 2 6 1 0 3 2 1 2 1 0 0 0 1 0 0 0 2 0 0 2 0 4 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"275" 153 9 5 132 13 29 17 10 38 33 274 17 13 13 9 12 129 7 0 83 140 7 11 1 114 8 1 5 4 4 12 0 7 336 19 184 56 315 62 141 92 7 17 0 1 5 0 1 0 0 8 0 1 6 1 4 0 3 0 0 4 7 4 0 0 1 5 1 0 8 0 0 2 0 0 6 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"276" 43 0 4 15 14 7 1 1 5 1 69 2 5 4 0 6 25 1 0 27 26 28 30 11 48 6 2 0 1 2 10 0 4 127 2 25 9 105 5 29 14 0 4 1 0 0 0 0 0 0 3 0 0 0 0 0 0 2 0 0 3 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
